latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
23.027,-104.442,329.6,1.2,1.1,2017-04-28,2030,A,61,6.0NRT,313.1,13.8,D
22.95,-105.403,324.7,1.1,1,2017-04-28,2030,A,21,6.0NRT,308.1,11.1,D
24.246,-100.627,333.3,2.3,1.5,2017-04-28,2030,A,52,6.0NRT,319.5,41.5,D
24.259,-100.628,333.5,2.3,1.5,2017-04-28,2030,A,65,6.0NRT,319.5,40.3,D
23.949,-106.405,333.7,1,1,2017-04-28,2030,A,78,6.0NRT,314.1,13.3,D
23.947,-106.416,331.6,1,1,2017-04-28,2030,A,75,6.0NRT,314.8,10.4,D
24.78,-100.038,333.7,2.6,1.5,2017-04-28,2030,A,65,6.0NRT,316.6,68,D
24.778,-100.064,332.4,2.6,1.5,2017-04-28,2030,A,67,6.0NRT,320.6,56,D
24.226,-106.797,339.3,1,1,2017-04-28,2030,A,86,6.0NRT,312.7,27.1,D
24.355,-106.862,331.6,1,1,2017-04-28,2030,A,77,6.0NRT,314.4,11.6,D
24.644,-107.04,331.4,1,1,2017-04-28,2030,A,73,6.0NRT,312.8,14.6,D
24.655,-107.089,338.3,1,1,2017-04-28,2030,A,84,6.0NRT,311,22.4,D
24.929,-107.507,337.2,1,1,2017-04-28,2030,A,84,6.0NRT,313.2,21.4,D
26.742,-97.379,312.7,4.2,1.9,2017-04-28,2030,A,33,6.0NRT,301.5,61.8,D
25.838,-107.185,326.5,1,1,2017-04-28,2030,A,66,6.0NRT,309.4,11.5,D
26.59,-106.851,327.1,1.1,1,2017-04-28,2030,A,61,6.0NRT,314.3,8.3,D
28.224,-102.088,348.8,2,1.4,2017-04-28,2030,A,89,6.0NRT,314.7,123.6,D
27.48,-108.407,330.2,1,1,2017-04-28,2030,A,75,6.0NRT,315.6,10.6,D
27.455,-108.587,332.5,1,1,2017-04-28,2030,A,79,6.0NRT,316,13.9,D
28.95,-108.359,328.4,1,1,2017-04-28,2030,A,71,6.0NRT,304.4,16.3,D
28.948,-108.379,332.2,1,1,2017-04-28,2030,A,70,6.0NRT,307,17.6,D
28.946,-108.389,348.4,1,1,2017-04-28,2030,A,93,6.0NRT,309.3,44,D
28.954,-108.401,328.4,1,1,2017-04-28,2030,A,65,6.0NRT,309.6,10.7,D
28.963,-108.403,334.1,1,1,2017-04-28,2030,A,80,6.0NRT,309.7,17.5,D
28.998,-108.353,328.6,1,1,2017-04-28,2030,A,57,6.0NRT,305.7,16.6,D
28.997,-108.363,335.5,1,1,2017-04-28,2030,A,75,6.0NRT,309.8,24.2,D
29.007,-108.355,343.2,1,1,2017-04-28,2030,A,89,6.0NRT,307.9,38.4,D
29.006,-108.365,334.6,1,1,2017-04-28,2030,A,80,6.0NRT,311.5,21.8,D
29.001,-108.395,325.1,1,1,2017-04-28,2030,A,57,6.0NRT,310.4,7.1,D
29.016,-108.356,327.9,1,1,2017-04-28,2030,A,53,6.0NRT,305.6,15.5,D
29.015,-108.367,340.7,1,1,2017-04-28,2030,A,86,6.0NRT,309.8,31.8,D
34.635,-111.442,314.8,1,1,2017-04-28,2030,A,33,6.0NRT,297.2,8.1,D
34.633,-111.453,316.1,1,1,2017-04-28,2030,A,41,6.0NRT,298.1,9,D
34.642,-111.455,334,1,1,2017-04-28,2030,A,84,6.0NRT,298,28.3,D
36.271,-119.695,320.5,2.4,1.5,2017-04-28,2035,A,71,6.0NRT,299.8,38.6,D
36.266,-119.7,318.7,2.4,1.5,2017-04-28,2035,A,70,6.0NRT,298.8,34.3,D
36.403,-119.205,313.9,2.3,1.5,2017-04-28,2035,A,60,6.0NRT,299.3,20.4,D
37.495,-120.696,320.4,2.6,1.6,2017-04-28,2035,A,78,6.0NRT,296.6,58.5,D
37.488,-120.724,327.4,2.6,1.6,2017-04-28,2035,A,84,6.0NRT,299,88.6,D
37.64,-120.823,318.8,2.6,1.6,2017-04-28,2035,A,77,6.0NRT,298.6,51.3,D
46.152,-118.195,305.3,1.2,1.1,2017-04-28,2035,A,38,6.0NRT,292.4,6.4,D
46.15,-118.21,305.7,1.2,1.1,2017-04-28,2035,A,37,6.0NRT,293.1,6,D
45.561,-121.232,304.9,1.7,1.3,2017-04-28,2035,A,49,6.0NRT,292.9,9.9,D
47.199,-119.19,396.4,1.3,1.1,2017-04-28,2035,A,100,6.0NRT,307,318.6,D
47.196,-119.206,405.6,1.3,1.1,2017-04-28,2035,A,94,6.0NRT,311.7,398.9,D
19.358,-155.062,337,1,1,2017-04-28,2345,A,76,6.0NRT,294,28.8,D
17.686,-90.658,321.9,1.1,1,2017-04-29,0415,T,100,6.0NRT,296.9,16.9,N
17.684,-90.668,318.3,1.1,1,2017-04-29,0415,T,96,6.0NRT,296.8,13.1,N
17.695,-90.659,309.1,1.1,1,2017-04-29,0415,T,70,6.0NRT,296.5,5.4,N
17.693,-90.669,311.2,1.1,1,2017-04-29,0415,T,77,6.0NRT,296.7,7,N
18.042,-88.709,309.8,1,1,2017-04-29,0415,T,77,6.0NRT,295.8,6.9,N
17.65,-91.374,310.3,1.1,1.1,2017-04-29,0415,T,71,6.0NRT,297.2,6.3,N
17.826,-90.398,313.4,1,1,2017-04-29,0415,T,84,6.0NRT,296,9.3,N
17.855,-90.943,309.8,1.1,1,2017-04-29,0415,T,70,6.0NRT,295,6.1,N
17.854,-90.953,321.9,1.1,1,2017-04-29,0415,T,100,6.0NRT,295.4,17.6,N
18.429,-88.707,333.8,1,1,2017-04-29,0415,T,100,6.0NRT,296.2,31.9,N
18.2,-90.485,307.3,1,1,2017-04-29,0415,T,60,6.0NRT,296.5,4.3,N
18.199,-90.494,319.9,1,1,2017-04-29,0415,T,99,6.0NRT,297,14.8,N
17.894,-92.489,318.5,1.3,1.1,2017-04-29,0415,T,96,6.0NRT,296.8,18.4,N
18.21,-90.486,310.8,1,1,2017-04-29,0415,T,76,6.0NRT,296.4,6.6,N
18.208,-90.496,326.9,1,1,2017-04-29,0415,T,100,6.0NRT,296.7,22.5,N
18.038,-91.628,319.1,1.1,1.1,2017-04-29,0415,T,97,6.0NRT,298.4,14.2,N
18.045,-91.613,319,1.1,1.1,2017-04-29,0415,T,97,6.0NRT,298.1,14.5,N
18.043,-91.624,347.9,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,299.7,64.2,N
18.041,-91.634,354.9,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,300.1,83.3,N
18.04,-91.645,315.6,1.1,1.1,2017-04-29,0415,T,89,6.0NRT,298,10.7,N
18.052,-91.625,343.3,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,298.6,54,N
18.051,-91.636,364.4,1.1,1.1,2017-04-29,0415,T,100,6.0NRT,299.3,114.4,N
18.049,-91.647,309.2,1.1,1.1,2017-04-29,0415,T,64,6.0NRT,297.9,5.1,N
17.844,-93.11,312.6,1.4,1.2,2017-04-29,0415,T,82,6.0NRT,294.9,13.7,N
17.842,-93.123,338.1,1.4,1.2,2017-04-29,0415,T,100,6.0NRT,295.7,61.2,N
18.296,-90.526,308.6,1,1,2017-04-29,0415,T,66,6.0NRT,296.2,5,N
17.511,-95.38,307,2,1.4,2017-04-29,0415,T,70,6.0NRT,293.8,16.8,N
17.904,-93.18,309.1,1.4,1.2,2017-04-29,0415,T,71,6.0NRT,295.5,9.6,N
18.34,-91.396,314.6,1.1,1.1,2017-04-29,0415,T,86,6.0NRT,297.1,9.8,N
18.555,-90.946,310.3,1.1,1,2017-04-29,0415,T,72,6.0NRT,296.6,5.9,N
18.564,-90.948,309.9,1.1,1,2017-04-29,0415,T,70,6.0NRT,296.6,6,N
18.381,-92.456,322.3,1.2,1.1,2017-04-29,0415,T,100,6.0NRT,296.7,23.9,N
18.72,-90.46,306.4,1,1,2017-04-29,0415,T,58,6.0NRT,296.3,3.8,N
18.755,-91.157,308.3,1.1,1,2017-04-29,0415,T,62,6.0NRT,297.1,4.2,N
18.439,-93.168,308.1,1.4,1.2,2017-04-29,0415,T,44,6.0NRT,294.5,11.2,N
18.641,-92.175,317.5,1.2,1.1,2017-04-29,0415,T,94,6.0NRT,297.7,15.1,N
18.876,-91.2,319.6,1.1,1,2017-04-29,0415,T,99,6.0NRT,298.1,14.9,N
18.874,-91.21,311.2,1.1,1,2017-04-29,0415,T,75,6.0NRT,297.5,7.1,N
18.911,-91.031,308.9,1.1,1,2017-04-29,0415,T,66,6.0NRT,296.4,5.3,N
19.195,-90.363,312.9,1,1,2017-04-29,0415,T,83,6.0NRT,290.7,8.8,N
19.204,-90.365,324.5,1,1,2017-04-29,0415,T,100,6.0NRT,291.5,20.1,N
19.203,-90.374,306.6,1,1,2017-04-29,0415,T,61,6.0NRT,290.4,4.4,N
19.377,-90.445,314.9,1,1,2017-04-29,0415,T,89,6.0NRT,294.4,10.6,N
19.465,-90.348,307.5,1,1,2017-04-29,0415,T,65,6.0NRT,293.8,4.7,N
19.474,-90.35,317.9,1,1,2017-04-29,0415,T,95,6.0NRT,294.2,12.7,N
19.391,-92.04,309.7,1.2,1.1,2017-04-29,0415,T,57,6.0NRT,292.4,8.6,N
19.441,-92.038,305.8,1.2,1.1,2017-04-29,0415,T,38,6.0NRT,293.2,5.4,N
19.845,-90.202,310,1,1,2017-04-29,0415,T,73,6.0NRT,297.6,5.9,N
19.564,-92.24,314.4,1.2,1.1,2017-04-29,0415,T,85,6.0NRT,296.6,12.4,N
20.409,-89.414,308,1,1,2017-04-29,0415,T,64,6.0NRT,296.7,5.2,N
21.173,-87.644,304.4,1.1,1.1,2017-04-29,0415,T,52,6.0NRT,293.1,4.2,N
21.44,-87.97,314.9,1.1,1,2017-04-29,0415,T,89,6.0NRT,295.2,12.2,N
21.439,-87.98,322.5,1.1,1,2017-04-29,0415,T,100,6.0NRT,295.5,20.3,N
21.448,-87.982,307.5,1.1,1,2017-04-29,0415,T,66,6.0NRT,295.4,6.3,N
26.328,-81.569,307.3,3.4,1.7,2017-04-29,0415,T,53,6.0NRT,293.1,41.4,N
19.952,-103.388,305.9,4.6,2,2017-04-29,0555,T,38,6.0NRT,283.6,93.5,N
19.955,-103.354,306.6,4.7,2,2017-04-29,0555,T,47,6.0NRT,283.8,91.3,N
20.554,-103.695,308.4,4.5,1.9,2017-04-29,0555,T,61,6.0NRT,285.7,97.5,N
20.55,-103.74,309.8,4.4,1.9,2017-04-29,0555,T,68,6.0NRT,286.8,104,N
20.555,-103.7,312.7,4.5,1.9,2017-04-29,0555,T,75,6.0NRT,286.3,114.4,N
20.552,-103.745,305.1,4.4,1.9,2017-04-29,0555,T,7,6.0NRT,286.6,68,N
26.336,-81.598,305.9,1.4,1.2,2017-04-29,0700,A,53,6.0NRT,293.4,9.2,N
26.334,-81.583,387.4,1.4,1.2,2017-04-29,0700,A,100,6.0NRT,296.9,314.8,N
26.332,-81.569,315.8,1.4,1.2,2017-04-29,0700,A,92,6.0NRT,294.4,21.2,N
26.323,-81.585,309.2,1.4,1.2,2017-04-29,0700,A,77,6.0NRT,294.3,13.1,N
22.703,-79.764,307,1.1,1,2017-04-29,0700,A,70,6.0NRT,294,7,N
22.702,-79.754,304.6,1.1,1,2017-04-29,0700,A,61,6.0NRT,293.8,5.4,N
22.595,-79.579,303.9,1,1,2017-04-29,0700,A,39,6.0NRT,292.6,5,N
19.373,-155.066,324.6,3.1,1.7,2017-04-29,0910,T,100,6.0NRT,289.6,127.7,N
19.388,-155.068,308.4,3.1,1.7,2017-04-29,0910,T,48,6.0NRT,287.7,54.5,N
19.396,-155.279,307.2,3,1.6,2017-04-29,0910,T,51,6.0NRT,284.8,52,N
19.411,-155.281,363.6,3,1.6,2017-04-29,0910,T,100,6.0NRT,286.2,484.5,N
19.408,-155.31,318,3,1.6,2017-04-29,0910,T,95,6.0NRT,283.8,86.1,N
19.387,-155.074,316.5,3.1,1.7,2017-04-29,0910,T,82,6.0NRT,288.7,83.4,N
19.397,-155.285,313.9,3,1.6,2017-04-29,0910,T,83,6.0NRT,284.8,75.5,N
19.412,-155.287,360.6,3,1.6,2017-04-29,0910,T,100,6.0NRT,286,447.8,N
21.301,-104.568,309.8,1,1,2017-04-29,0840,A,78,6.0NRT,283.4,14,N
21.299,-104.558,314.3,1,1,2017-04-29,0840,A,89,6.0NRT,282.8,17.5,N
21.116,-103.532,310.7,1,1,2017-04-29,0840,A,39,6.0NRT,284.2,11.3,N
21.115,-103.523,300.9,1,1,2017-04-29,0840,A,8,6.0NRT,283.2,5.8,N
21.11,-103.553,303.2,1,1,2017-04-29,0840,A,54,6.0NRT,282.1,7.9,N
21.107,-103.534,372.5,1,1,2017-04-29,0840,A,100,6.0NRT,291.4,127.2,N
21.106,-103.524,343.4,1,1,2017-04-29,0840,A,100,6.0NRT,288.5,51.7,N
21.098,-103.535,302.1,1,1,2017-04-29,0840,A,12,6.0NRT,282.3,6.5,N
21.156,-104.393,339.8,1,1,2017-04-29,0840,A,100,6.0NRT,285.8,49,N
21.155,-104.383,332.2,1,1,2017-04-29,0840,A,100,6.0NRT,284.1,37.3,N
20.515,-102.161,325.9,1,1,2017-04-29,0840,A,100,6.0NRT,285.2,28.8,N
20.765,-103.906,311.9,1,1,2017-04-29,0840,A,84,6.0NRT,286.5,14.1,N
20.636,-103.963,309,1,1,2017-04-29,0840,A,76,6.0NRT,285.6,12.1,N
20.565,-103.736,300.2,1,1,2017-04-29,0840,A,18,6.0NRT,283.9,5.7,N
20.564,-103.727,305.4,1,1,2017-04-29,0840,A,37,6.0NRT,284.4,8.3,N
20.563,-103.717,318.6,1,1,2017-04-29,0840,A,91,6.0NRT,286.7,18.1,N
20.554,-103.719,309.2,1,1,2017-04-29,0840,A,29,6.0NRT,285.8,10.4,N
20.552,-103.709,346.8,1,1,2017-04-29,0840,A,100,6.0NRT,290.1,58.2,N
20.541,-103.76,304.3,1,1,2017-04-29,0840,A,59,6.0NRT,285,8.3,N
20.533,-103.761,301.7,1,1,2017-04-29,0840,A,42,6.0NRT,285.3,6.8,N
20.409,-103.93,307.9,1,1,2017-04-29,0840,A,73,6.0NRT,278.4,12.2,N
20.408,-103.92,312.1,1,1,2017-04-29,0840,A,84,6.0NRT,280,15.3,N
20.232,-104.89,309,1.1,1,2017-04-29,0840,A,76,6.0NRT,289.7,10.9,N
19.96,-103.378,308.8,1,1,2017-04-29,0840,A,75,6.0NRT,282.7,11.8,N
19.959,-103.369,323.9,1,1,2017-04-29,0840,A,100,6.0NRT,287.4,24.7,N
19.958,-103.36,310.1,1,1,2017-04-29,0840,A,26,6.0NRT,286.9,12.2,N
19.949,-103.361,301.7,1,1,2017-04-29,0840,A,15,6.0NRT,283.9,7.7,N
19.85,-103.249,316,1,1,2017-04-29,0840,A,92,6.0NRT,285.6,16.7,N
19.848,-103.24,311.1,1,1,2017-04-29,0840,A,82,6.0NRT,286.6,12.6,N
19.841,-103.25,317.8,1,1,2017-04-29,0840,A,96,6.0NRT,286.3,18.2,N
19.839,-103.241,335.9,1,1,2017-04-29,0840,A,100,6.0NRT,289.6,39.4,N
19.263,-100.287,305.6,1.3,1.1,2017-04-29,0840,A,65,6.0NRT,284.7,13.1,N
19.72,-103.372,304.1,1,1,2017-04-29,0840,A,58,6.0NRT,284.5,8.3,N
19.891,-104.615,301.2,1,1,2017-04-29,0840,A,38,6.0NRT,288.4,6.4,N
19.889,-104.605,308.5,1,1,2017-04-29,0840,A,75,6.0NRT,289.4,10.9,N
17.852,-93.101,307.2,4.5,2,2017-04-29,0840,A,71,6.0NRT,291.9,55.9,N
17.835,-93.105,304.9,4.5,2,2017-04-29,0840,A,62,6.0NRT,291.9,43.9,N
17.85,-93.106,313.3,4.5,2,2017-04-29,0840,A,87,6.0NRT,292,94.4,N
19.076,-100.147,300.8,1.3,1.1,2017-04-29,0840,A,33,6.0NRT,280.6,9.7,N
19.033,-100.013,307.8,1.3,1.1,2017-04-29,0840,A,73,6.0NRT,284.9,16.9,N
18.945,-102.939,300.2,1,1,2017-04-29,0840,A,20,6.0NRT,275.3,6,N
18.208,-100.175,302.7,1.4,1.2,2017-04-29,0840,A,51,6.0NRT,291.8,7.1,N
18.14,-100.697,306.5,1.3,1.1,2017-04-29,0840,A,68,6.0NRT,293.3,8.2,N
18.151,-101.275,303.4,1.2,1.1,2017-04-29,0840,A,55,6.0NRT,285.1,9.3,N
18.01,-100.654,302.1,1.3,1.1,2017-04-29,0840,A,43,6.0NRT,291.3,4.9,N
17.863,-100.759,312,1.3,1.1,2017-04-29,0840,A,30,6.0NRT,286,14.8,N
17.848,-100.921,309.7,1.2,1.1,2017-04-29,0840,A,68,6.0NRT,287.8,14.2,N
17.846,-100.91,307.9,1.2,1.1,2017-04-29,0840,A,73,6.0NRT,287.2,12.9,N
17.775,-100.659,305.2,1.3,1.1,2017-04-29,0840,A,63,6.0NRT,287.2,11.4,N
17.739,-100.82,304.6,1.3,1.1,2017-04-29,0840,A,61,6.0NRT,283.1,11.8,N
17.636,-100.378,303.8,1.3,1.1,2017-04-29,0840,A,23,6.0NRT,286.6,9.4,N
17.577,-100.319,300.4,1.4,1.2,2017-04-29,0840,A,27,6.0NRT,284.5,8.7,N
17.591,-100.472,303,1.3,1.1,2017-04-29,0840,A,34,6.0NRT,281.9,10.6,N
17.581,-100.474,300.6,1.3,1.1,2017-04-29,0840,A,25,6.0NRT,281.4,9,N
17.579,-100.461,300.5,1.3,1.1,2017-04-29,0840,A,22,6.0NRT,281.8,9.1,N
27.059,-101.077,318.4,1,1,2017-04-29,0835,A,97,6.0NRT,295.7,14.9,N
27.058,-101.066,319.3,1,1,2017-04-29,0835,A,98,6.0NRT,295.3,15.5,N
19.413,-155.283,379.3,1.1,1.1,2017-04-29,1155,A,100,6.0NRT,289.5,182.2,N
19.412,-155.272,375.3,1.1,1.1,2017-04-29,1155,A,100,6.0NRT,290.4,163.3,N
19.385,-155.075,322.3,1.1,1,2017-04-29,1155,A,100,6.0NRT,289.6,25,N
19.384,-155.065,335.6,1.1,1,2017-04-29,1155,A,100,6.0NRT,294,43.7,N
19.404,-155.284,377.5,1.1,1.1,2017-04-29,1155,A,100,6.0NRT,287.7,173.9,N
19.402,-155.274,380.7,1.1,1.1,2017-04-29,1155,A,100,6.0NRT,290.2,188.8,N
19.374,-155.066,342.3,1.1,1,2017-04-29,1155,A,100,6.0NRT,294.4,55.8,N
19.373,-155.056,337.8,1.1,1,2017-04-29,1155,A,100,6.0NRT,296.5,47.1,N
19.364,-155.057,356.4,1.1,1,2017-04-29,1155,A,100,6.0NRT,294.9,90.5,N
19.362,-155.047,302.2,1.1,1,2017-04-29,1155,A,26,6.0NRT,289.2,6.5,N
46.581,-80.791,300.4,1.1,1,2017-04-29,1620,T,19,6.0NRT,285.9,3.2,D
46.572,-80.793,301.6,1.1,1,2017-04-29,1620,T,38,6.0NRT,284.6,3.8,D
37.237,-82.036,308.4,1,1,2017-04-29,1620,T,60,6.0NRT,288.2,4.8,D
35.173,-79.215,314,1.2,1.1,2017-04-29,1620,T,30,6.0NRT,294.2,7.4,D
34.82,-78.62,323.1,1.3,1.1,2017-04-29,1620,T,76,6.0NRT,298.8,21.2,D
34.706,-80.699,312.8,1.1,1,2017-04-29,1620,T,54,6.0NRT,297.9,6.2,D
33.821,-80.488,311.5,1.1,1.1,2017-04-29,1620,T,60,6.0NRT,278,11.5,D
33.011,-79.89,310.8,1.2,1.1,2017-04-29,1620,T,43,6.0NRT,293.7,8,D
33.009,-79.877,309.6,1.2,1.1,2017-04-29,1620,T,51,6.0NRT,291.3,6.9,D
32.623,-81.27,327.8,1.1,1,2017-04-29,1620,T,82,6.0NRT,295.2,22.9,D
32.621,-81.259,319.1,1.1,1,2017-04-29,1620,T,74,6.0NRT,296.8,12.3,D
32.923,-84.107,325.1,1,1,2017-04-29,1620,T,77,6.0NRT,294.1,18.8,D
32.596,-82.206,327.6,1,1,2017-04-29,1620,T,82,6.0NRT,300.1,19.3,D
32.595,-82.195,332.4,1,1,2017-04-29,1620,T,86,6.0NRT,297.2,25.3,D
32.915,-85.129,308,1.1,1,2017-04-29,1620,T,11,6.0NRT,288.4,4.1,D
30.822,-82.335,317.7,1,1,2017-04-29,1620,T,72,6.0NRT,290.6,12.4,D
30.82,-82.324,314,1,1,2017-04-29,1620,T,56,6.0NRT,288.5,8.8,D
30.668,-82.412,311.1,1,1,2017-04-29,1620,T,35,6.0NRT,280.1,8,D
30.622,-82.179,333.6,1.1,1,2017-04-29,1620,T,77,6.0NRT,300.3,23.6,D
30.62,-82.168,328.8,1.1,1,2017-04-29,1620,T,63,6.0NRT,299.1,18,D
22.917,-80.471,316.4,1.7,1.3,2017-04-29,1625,T,29,6.0NRT,297.5,16.4,D
22.777,-79.967,321.1,1.8,1.3,2017-04-29,1625,T,71,6.0NRT,299.2,23.1,D
22.774,-79.95,339.8,1.8,1.3,2017-04-29,1625,T,89,6.0NRT,299.7,83.9,D
22.771,-79.975,316.2,1.8,1.3,2017-04-29,1625,T,49,6.0NRT,299.4,11.3,D
22.767,-79.958,397.1,1.8,1.3,2017-04-29,1625,T,100,6.0NRT,305.6,546.7,D
22.764,-79.941,328.4,1.8,1.3,2017-04-29,1625,T,79,6.0NRT,300.6,44.8,D
22.975,-81.253,323.3,1.5,1.2,2017-04-29,1625,T,73,6.0NRT,301.2,20.7,D
22.658,-79.762,320.8,1.9,1.3,2017-04-29,1625,T,57,6.0NRT,301.6,19.9,D
22.399,-81.26,321.5,1.5,1.2,2017-04-29,1625,T,72,6.0NRT,298.6,20.7,D
22.396,-81.246,338.4,1.5,1.2,2017-04-29,1625,T,88,6.0NRT,299.7,61,D
20.617,-76.342,327,3.7,1.8,2017-04-29,1625,T,82,6.0NRT,292.7,127.6,D
20.61,-76.307,317,3.7,1.8,2017-04-29,1625,T,51,6.0NRT,292.7,55.2,D
20.61,-76.35,324.1,3.7,1.8,2017-04-29,1625,T,72,6.0NRT,291.1,108.9,D
20.603,-76.316,322.3,3.7,1.8,2017-04-29,1625,T,63,6.0NRT,292,91.5,D
21.481,-88.188,333,1.1,1.1,2017-04-29,1625,T,84,6.0NRT,304.9,19.5,D
21.269,-88.331,319.1,1.1,1.1,2017-04-29,1625,T,40,6.0NRT,278.9,13.4,D
21.309,-88.716,333.8,1.2,1.1,2017-04-29,1625,T,80,6.0NRT,304,23.5,D
21.299,-88.885,325.6,1.2,1.1,2017-04-29,1625,T,74,6.0NRT,291.3,21.6,D
21.298,-88.873,330.6,1.2,1.1,2017-04-29,1625,T,81,6.0NRT,294.8,27.8,D
21.289,-88.886,349.4,1.2,1.1,2017-04-29,1625,T,94,6.0NRT,292.4,71.5,D
21.288,-88.875,355.4,1.2,1.1,2017-04-29,1625,T,97,6.0NRT,292.7,87.1,D
20.786,-88.228,366.8,1.1,1,2017-04-29,1625,T,100,6.0NRT,304.9,107,D
20.785,-88.217,328.5,1.1,1,2017-04-29,1625,T,79,6.0NRT,302.3,14.8,D
20.935,-89.853,322.9,1.3,1.1,2017-04-29,1625,T,45,6.0NRT,303.1,14.6,D
20.824,-89.618,322.8,1.3,1.1,2017-04-29,1625,T,60,6.0NRT,302.6,12.1,D
20.772,-89.538,324.7,1.3,1.1,2017-04-29,1625,T,74,6.0NRT,302.9,15.7,D
20.625,-89.339,327.3,1.2,1.1,2017-04-29,1625,T,72,6.0NRT,297.8,25,D
20.62,-89.622,325.9,1.3,1.1,2017-04-29,1625,T,77,6.0NRT,300.9,19.1,D
20.077,-88.892,323.5,1.2,1.1,2017-04-29,1625,T,63,6.0NRT,301,13.1,D
20.069,-88.905,332.7,1.2,1.1,2017-04-29,1625,T,83,6.0NRT,300.3,24.8,D
20.068,-88.894,334.5,1.2,1.1,2017-04-29,1625,T,84,6.0NRT,300.7,28.1,D
19.676,-90.377,328,1.4,1.2,2017-04-29,1625,T,42,6.0NRT,305.9,18.1,D
19.681,-90.383,326.1,1.4,1.2,2017-04-29,1625,T,21,6.0NRT,306.2,16,D
19.65,-90.563,322.6,1.4,1.2,2017-04-29,1625,T,68,6.0NRT,304.3,13,D
19.541,-90.421,324.7,1.4,1.2,2017-04-29,1625,T,72,6.0NRT,302.3,15,D
19.473,-90.357,332.5,1.4,1.2,2017-04-29,1625,T,82,6.0NRT,305.6,27.5,D
19.471,-90.344,347.3,1.4,1.2,2017-04-29,1625,T,93,6.0NRT,305.2,66.2,D
19.193,-88.608,335.7,1.1,1,2017-04-29,1625,T,86,6.0NRT,299,27.1,D
19.192,-88.598,333.5,1.1,1,2017-04-29,1625,T,83,6.0NRT,300.1,22.3,D
19.184,-88.61,443.3,1.1,1,2017-04-29,1625,T,100,6.0NRT,306.5,715.5,D
19.182,-88.599,455.8,1.1,1,2017-04-29,1625,T,100,6.0NRT,312.1,899.9,D
19.563,-92.238,319.1,1.9,1.3,2017-04-29,1625,T,66,6.0NRT,292.9,37.2,D
19.361,-90.622,326.5,1.4,1.2,2017-04-29,1625,T,75,6.0NRT,304.9,15.9,D
18.949,-87.897,341.7,1,1,2017-04-29,1625,T,90,6.0NRT,300.3,39.8,D
19.083,-89.082,325.1,1.2,1.1,2017-04-29,1625,T,72,6.0NRT,301.8,12.7,D
19.081,-89.071,326.4,1.2,1.1,2017-04-29,1625,T,76,6.0NRT,302.2,14.4,D
19.198,-90.36,344.4,1.4,1.2,2017-04-29,1625,T,91,6.0NRT,303.4,63.2,D
19.131,-90.81,332.8,1.5,1.2,2017-04-29,1625,T,82,6.0NRT,304.6,33.7,D
19.13,-90.796,322.5,1.5,1.2,2017-04-29,1625,T,57,6.0NRT,304,10.2,D
19.121,-90.811,371.7,1.5,1.2,2017-04-29,1625,T,100,6.0NRT,305.6,189.7,D
19.119,-90.797,349.2,1.5,1.2,2017-04-29,1625,T,94,6.0NRT,304.4,80.5,D
19.058,-90.524,324.9,1.4,1.2,2017-04-29,1625,T,67,6.0NRT,304.4,14.6,D
19.005,-90.282,325.6,1.3,1.2,2017-04-29,1625,T,71,6.0NRT,305.6,13.1,D
18.995,-90.283,372.6,1.3,1.2,2017-04-29,1625,T,100,6.0NRT,304.6,172.5,D
18.993,-90.27,330.4,1.3,1.1,2017-04-29,1625,T,79,6.0NRT,304.5,22.8,D
19.012,-90.762,328.1,1.4,1.2,2017-04-29,1625,T,76,6.0NRT,302.9,21.6,D
19.002,-90.764,331.5,1.4,1.2,2017-04-29,1625,T,80,6.0NRT,303.4,29.5,D
19,-90.75,326.4,1.4,1.2,2017-04-29,1625,T,68,6.0NRT,303.6,18.6,D
18.996,-90.757,327.8,1.4,1.2,2017-04-29,1625,T,63,6.0NRT,302.4,23.4,D
18.758,-89.109,324.5,1.2,1.1,2017-04-29,1625,T,72,6.0NRT,300.9,13.9,D
18.541,-88.611,318.3,1.1,1,2017-04-29,1625,T,61,6.0NRT,296.8,6.8,D
18.713,-90.314,326,1.3,1.1,2017-04-29,1625,T,74,6.0NRT,301.6,20.7,D
18.703,-90.315,325.3,1.3,1.1,2017-04-29,1625,T,73,6.0NRT,301.2,18.7,D
18.503,-89.332,324.8,1.2,1.1,2017-04-29,1625,T,71,6.0NRT,302.4,15.3,D
18.606,-90.272,400.3,1.3,1.1,2017-04-29,1625,T,94,6.0NRT,304.9,366,D
18.604,-90.259,367,1.3,1.1,2017-04-29,1625,T,100,6.0NRT,303.6,139.2,D
18.589,-90.223,331,1.3,1.1,2017-04-29,1625,T,80,6.0NRT,303.2,26.6,D
18.597,-90.453,333.6,1.4,1.2,2017-04-29,1625,T,83,6.0NRT,302.6,33.3,D
18.596,-90.44,323.6,1.4,1.2,2017-04-29,1625,T,69,6.0NRT,301.8,12.1,D
18.589,-90.467,325.7,1.4,1.2,2017-04-29,1625,T,41,6.0NRT,301.9,17.3,D
18.587,-90.454,337.8,1.4,1.2,2017-04-29,1625,T,86,6.0NRT,301.9,41.7,D
